date,site,who,transect,segment,vial_number,specimen_number,gross_ID,plant,notes,round,start_time,end_time,insect_subfamily,insect_genus,insect_species,fine_ID,tray_num,pollen
7/28/2021,Virginia Basin,MC,P5,2,MC8,71384,Other fly,Potentilla pulcherrima,,1,,,Eristalinae,Cheilosia,,Cheilosia,,
7/28/2021,Virginia Basin,MC,P5,2,MC9,71385,Small black solitary bee,Potentilla pulcherrima,,1,,,Panurginae,Panurginus,ineptus,Panurginus ineptus,,
7/28/2021,Virginia Basin,MC,P3,8,,,Bombus unknown,Helianthella quinquenervis,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus kirbiellus,Helianthella quinquenervis,,1,,,Apinae,Bombus,kirbiellus,Bombus kirbiellus,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus sylvicola,Helianthella quinquenervis,,1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus sylvicola,Helianthella quinquenervis,,1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus flavifrons,Helianthella quinquenervis,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus unknown,Helianthella quinquenervis,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,MC,P1,6,,,Bombus sylvicola,Agoseris glauca,,1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/28/2021,Virginia Basin,MC,P3,3,,,Bombus appositus,Vicia americana,,1,,,Apinae,Bombus,appositus,Bombus appositus,,
7/28/2021,Virginia Basin,MC,P1,2,,,Bombus sylvicola,Helianthella quinquenervis,,1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/28/2021,Virginia Basin,MC,P1,2,,,Bombus flavifrons,Helianthella quinquenervis,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,MC,P3,1,,,Bombus kirbiellus,Vicia americana,,1,,,Apinae,Bombus,kirbiellus,Bombus kirbiellus,,
7/28/2021,Virginia Basin,MC,P3,1,,,Bombus flavifrons,Vicia americana,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,MC,P5,2,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus kirbiellus,Helianthella quinquenervis,,1,,,Apinae,Bombus,kirbiellus,Bombus kirbiellus,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus sylvicola,Helianthella quinquenervis,,1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus flavifrons,Helianthella quinquenervis,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus mixtus,Helianthella quinquenervis,,1,,,Apinae,Bombus,mixtus,Bombus mixtus,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus unknown,Helianthella quinquenervis,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombus unknown,Helianthella quinquenervis,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,MC,P1,10,,,Bombyliidae,Erigeron coulteri,,1,,,,,,,,
7/28/2021,Virginia Basin,MC,P1,10,,,Other fly,Ligusticum porteri,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P5,7,KW1,71386,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/28/2021,Virginia Basin,KW,P1,5,KW2,71387,Wasps,Linum lewisii,,1,,,Megachilinae,Hoplitis,fulgida,Hoplitis fulgida,,
7/28/2021,Virginia Basin,KW,P1,5,KW3,71388,Bombyliidae,Linum lewisii,,1,,,Bombyliinae,Systoechus,,Systoechus,,
7/28/2021,Virginia Basin,KW,P1,5,KW4,71389,Other fly,Linum lewisii,,1,,,,,,Tachinidae 4,,
7/28/2021,Virginia Basin,KW,P1,5,KW5,71390,Other fly,Linum lewisii,,1,,,,,,Anthomyiidae,,
7/28/2021,Virginia Basin,KW,P1,5,KW6,71391,Bombyliidae,Linum lewisii,,1,,,Bombyliinae,Systoechus,,Systoechus,,
7/28/2021,Virginia Basin,KW,P7,4,KW7,71392,Moths,Helianthella quinquenervis,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P3,6,KW8,71393,Small black solitary bee,Potentilla pulcherrima,,1,,,Colletinae,Colletes,,Colletes,,
7/28/2021,Virginia Basin,KW,P3,10,KW9,71394,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/28/2021,Virginia Basin,KW,P3,10,KW10,71395,Other fly,Potentilla pulcherrima,,1,,,,,,Tiny,,
7/28/2021,Virginia Basin,KW,P3,10,KW11,71396,Other fly,Potentilla pulcherrima,,1,,,,,,Conopidae,,
7/28/2021,Virginia Basin,KW,P3,5,KW12,71354,Small black solitary bee,Potentilla pulcherrima,,1,,,Panurginae,Panurginus,ineptus,Panurginus ineptus,,
7/28/2021,Virginia Basin,KW,P5,7,,,Unknown,Potentilla pulcherrima,OTHER FLY OR SBSB,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus mixtus,Helianthella quinquenervis,,1,,,Apinae,Bombus,mixtus,Bombus mixtus,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus unknown,Delphinium barbeyi,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus unknown,Delphinium barbeyi,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,KW,P1,7,,,Bombus unknown,Delphinium barbeyi,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,KW,P1,5,,,Bombus unknown,Potentilla pulcherrima,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,KW,P1,5,,,Bombus unknown,Arnica parryi,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,KW,P1,5,,,Bombus unknown,Senecio crassulus,,1,,,Apinae,Bombus,,Bombus,,
7/28/2021,Virginia Basin,KW,P5,4,,,Other fly,Heterotheca villosa,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P5,4,,,Syrphidae,Achillea millefolium,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P5,4,,,Bombus flavifrons,Potentilla pulcherrima,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,KW,P5,4,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P5,4,,,Bombus flavifrons,Vicia americana,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,KW,P3,6,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P3,10,,,Bombus flavifrons,Vicia americana,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,KW,P3,5,,,Bombus kirbiellus,Arnica parryi,,1,,,Apinae,Bombus,kirbiellus,Bombus kirbiellus,,
7/28/2021,Virginia Basin,KW,P3,5,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/28/2021,Virginia Basin,KW,P3,5,,,Bombus flavifrons,Arnica parryi,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/28/2021,Virginia Basin,KW,P3,5,,,Bombus flavifrons,Arnica parryi,,1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
6/17/2022,Avery Picnic,KA,P5,10,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/17/2022,Avery Picnic,KA,P5,10,KA1,80170,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/17/2022,Avery Picnic,KA,P7,3,KA2,80171,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/17/2022,Avery Picnic,CA,P7,9,CA1,80172,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/17/2022,Avery Picnic,CA,P1,6,CA2,80173,Small metallic solitary bee,Fragaria virginiana,,1,,,,,,,,
6/17/2022,Avery Picnic,CA,P3,10,CA3,80174,Hemipteran,Taraxacum officinale,,1,,,,,,,,
6/17/2022,Avery Picnic,MDS,P3,1,MDS5,80155,Small black solitary bee,Hydrophyllum fendleri,,1,,,,,,,,
6/17/2022,Avery Picnic,MDS,P1,3,MDS6,80156,Wasps,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MDS,P1,3,MDS7,80157,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MDS,P1,4,MDS8,80158,Small black solitary bee,Taraxacum officinale,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC11,80159,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC12,80160,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC13,80161,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC14,80162,Small black solitary bee,Fragaria virginiana,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC15,80163,Small black solitary bee,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC16,80164,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC17,80165,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC18,80166,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P1,2,MC19,80167,Other fly,Taraxacum officinale,,1,,,,,,,,
6/17/2022,Avery Picnic,MC,P3,2,MC20,80168,Small black solitary bee,Fragaria virginiana,,1,,,,,,,,
6/17/2022,Avery Picnic,MMC,P3,5,MMC8,80169,Other fly,Taraxacum officinale,,1,,,,,,,,
6/20/2022,Virginia Basin,DL,P7,4,DL1,80175,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/20/2022,Virginia Basin,DL,P7,4,DL2,80176,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/20/2022,Virginia Basin,DL,P1,3,DL3,80177,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/20/2022,Virginia Basin,DL,P7,2,DL4,80178,Syrphidae,Viola praemorsa,,1,,,,,,,,
6/20/2022,Virginia Basin,DL,P3,1,DL5,80179,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P1,8,KA1,80180,Other fly,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P1,8,KA2,80181,Other fly,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P7,8,KA3,80182,Other fly,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P7,8,KA4,80183,Syrphidae,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P5,3,KA5,80184,Other fly,Fragaria virginiana,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P7,6,KA6,80185,Syrphidae,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P7,6,KA7,80186,Syrphidae,Ribes montigenum,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P5,10,KA8,80187,Syrphidae,Valeriana occidentalis,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P3,10,KA9,80188,Other fly,Valeriana edulis,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P3,10,KA10,80189,Other fly,Valeriana edulis,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P3,10,KA11,80190,Syrphidae,Ribes montigenum,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P3,5,MC1,80191,Small black solitary bee,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P3,5,MC2,80192,Syrphidae,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P7,1,MC3,80193,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P7,5,MC4,80194,Syrphidae,Viola praemorsa,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P3,6,MC5,80195,Other fly,Androsace septentrionalis,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P5,4,MC6,80196,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P5,6,MC7,80197,Small black solitary bee,Fragaria virginiana,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P1,6,,,Other fly,Fragaria virginiana,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P7,8,,,Syrphidae,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,KA,P7,6,,,Syrphidae,Ribes montigenum,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P1,9,,,Other fly,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P1,9,,,Syrphidae,Draba aurea,,1,,,,,,,,
6/20/2022,Virginia Basin,MC,P5,6,,,Small black solitary bee,Viola praemorsa,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,P5,9,MC7,80283,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,CA,P3,9,CA4,80284,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,CA,P3,6,CA5,80285,Syrphidae,Thalictrum fendleri,,1,,,Syrphinae,Chrysotoxum,,,,
6/23/2022,Avery Picnic,KA,P7,3,KA6,80286,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P1,10,KA7,80287,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P5,10,KA8,80288,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P5,10,KA9,80289,Other fly,Potentilla pulcherrima,No pollen,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P5,10,KA10,80290,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P5,10,KA11,80291,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P5,10,KA12,80292,Syrphidae,Potentilla pulcherrima,,1,,,Syrphinae,Sphaerophoria,,,,
6/23/2022,Avery Picnic,KA,P5,10,KA13,80293,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P7,1,KA14,80294,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P7,1,KA15,80295,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P7,8,KA16,80296,Hemipteran,Potentilla fruticosa,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,P7,3,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T3,4,MC8,80274,Wasps,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T1,3,MC9,80275,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T1,4,MC10,80276,Other fly,Taraxacum officinale,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T1,4,MC11,80277,Small black solitary bee,Taraxacum officinale,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T1,4,MC12,80278,Other fly,Taraxacum officinale,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T3,5,MC13,80279,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T3,4,,,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T3,5,,,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/23/2022,Avery Picnic,MC,T3,1,,,Syrphidae,Taraxacum officinale,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,T3,2,KA17,80280,Wasps,Geranium richardsonii,,1,,,,,,,,
6/23/2022,Avery Picnic,KA,T2,3,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/23/2022,Avery Picnic,CA,T1,2,CA6,80281,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/23/2022,Avery Picnic,CA,T1,2,CA7,80282,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/24/2022,Gothic Town,DL,P3,9,DL1,80297,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,DL,P3,9,DL2,80298,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,DL,P3,9,DL3,80299,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,DL,P7,6,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/24/2022,Gothic Town,MMC,P3,7,MMC1,80300,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,MMC,P5,5,MMC2,80301,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
6/24/2022,Gothic Town,MMC,P5,5,MMC3,80302,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/24/2022,Gothic Town,MMC,P7,8,,,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,MDS,P7,9,MDS1,80303,Wasps,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,MDS,P7,9,MDS2,80304,Syrphidae,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,MDS,P7,9,MDS3,80305,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,MDS,P7,9,,,Other fly,Valeriana occidentalis,Missed,1,,,,,,,,
6/24/2022,Gothic Town,MDS,P1,1,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/24/2022,Gothic Town,KA,P3,5,KA1,80306,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/24/2022,Gothic Town,KA,P1,4,KA2,80307,Wasps,Potentilla pulcherrima,,1,,,,,,,,
6/24/2022,Gothic Town,KA,P3,4,KA3,80308,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P5,9,KA1,80320,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P5,9,KA2,80321,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P5,4,KA3,80322,Syrphidae,Boechera stricta,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P7,1,KA4,80323,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P7,1,KA5,80324,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P1,10,KA6,80325,Other fly,Valeriana edulis,,1,,,,,,,,
6/27/2022,Virginia Basin,KA,P3,3,,,Other fly,Draba aurea,,1,,,,,,,,
6/27/2022,Virginia Basin,MC,P5,7,MC1,80326,Syrphidae,Potentilla pulcherrima,,1,,,Syrphinae,Paragus,,,,
6/27/2022,Virginia Basin,MC,P5,6,MC2,80327,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MC,P1,3,MC3,80328,Small black solitary bee,Fragaria virginiana,,1,,,,,,,,
6/27/2022,Virginia Basin,MC,P1,3,MC4,80329,Small black solitary bee,Fragaria virginiana,,1,,,,,,,,
6/27/2022,Virginia Basin,MC,P1,9,,,Bombus flavifrons,Lonicera involucrata,,1,,,Apinae,Bombus,flavifrons,,,
6/27/2022,Virginia Basin,MMC,P7,8,MMC1,80330,Other fly,Ribes montigenum,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC2,80331,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC3,80332,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC4,80333,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC5,80334,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC6,80335,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC7,80336,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,MMC8,80337,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,8,,,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P7,8,,,Other fly,Draba aurea,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P7,8,,,Other fly,Ribes montigenum,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,,,Other fly,Valeriana occidentalis,,1,,,,,,,,
6/27/2022,Virginia Basin,MMC,P5,10,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,DL,P5,5,DL1,80338,Other fly,Potentilla pulcherrima,,1,,,,,,,,
6/27/2022,Virginia Basin,DL,P5,5,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,6,MC1,80427,Syrphidae,Pseudocymopterus montanus,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,6,MC2,80428,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,6,MC3,80429,Other fly,Potentilla fruticosa,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,6,MC4,80430,Other fly,Pseudocymopterus montanus,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P7,4,MC5,80431,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P7,5,MC6,80432,Syrphidae,Hymenoxys hoopesii,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P5,5,MC7,80433,Beetles,Pseudocymopterus montanus,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P5,8,MC8,80434,Syrphidae,Geranium richardsonii,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P7,8,MC9,80435,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P7,8,MC10,80436,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P5,9,MC11,80437,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P5,9,MC12,80438,Syrphidae,Potentilla pulcherrima,dropped - no pollen,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P5,9,MC13,80439,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,10,MC14,80440,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,10,MC15,80441,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P1,10,MC16,80442,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P3,7,MC17,80443,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P3,7,MC18,80444,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P3,1,CA1,80445,Small metallic solitary bee,Hydrophyllum fendleri,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P7,1,CA2,80446,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P5,1,CA3,80447,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P5,10,CA4,80448,Other fly,Potentilla pulcherrima,insect lost,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P5,1,CA5,80449,Syrphidae,Hydrophyllum fendleri,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P7,6,CA6,80450,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P3,10,CA7,80451,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P1,4,CA8,80452,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P3,8,CA9,80453,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P5,6,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P3,3,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,MC,P7,8,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P3,1,,,Wasps,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P5,10,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P5,4,,,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Avery Picnic,CA,P5,7,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P3,1,DL1,80380,Beetles,Lathyrus leucanthus,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P3,1,DL2,80381,Other fly,Linum lewisii,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P1,10,DL3,80382,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P3,8,DL4,80383,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P7,1,DL5,80384,Wasps,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P7,1,DL6,80385,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P7,2,DL7,80386,Other fly,Linum lewisii,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P7,7,DL8,80387,Other fly,Linum lewisii,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P7,7,DL9,80388,Other fly,Linum lewisii,,1,,,,,,,,
7/1/2022,Gothic Town,DL,P7,7,DL10,80389,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
